-183.013, 78.082, 1.677,  1.765
-182.993, 78.029, 1.683,  1.798
-182.973, 77.977, 1.688,  1.831
-182.953, 77.924, 1.692,  1.864
-182.932, 77.871, 1.698,  1.897
-182.912, 77.818, 1.703,  1.930
-182.892, 77.765, 1.708,  1.963
-182.872, 77.711, 1.714,  1.996
-182.851, 77.658, 1.719,  2.029
-182.831, 77.604, 1.724,  2.062
-182.811, 77.550, 1.729,  2.095
-182.791, 77.496, 1.734,  2.128
-182.771, 77.442, 1.740,  2.161
-182.751, 77.387, 1.745,  2.194
-182.731, 77.332, 1.751,  2.227
-182.711, 77.277, 1.756,  2.260
-182.691, 77.222, 1.761,  2.293
-182.671, 77.167, 1.767,  2.326
-182.651, 77.111, 1.772,  2.359
-182.631, 77.055, 1.777,  2.392
-182.612, 76.999, 1.783,  2.425
-182.592, 76.943, 1.789,  2.458
-182.573, 76.886, 1.794,  2.491
-182.553, 76.830, 1.800,  2.524
-182.534, 76.773, 1.805,  2.557
-182.515, 76.716, 1.811,  2.590
-182.496, 76.658, 1.816,  2.623
-182.477, 76.601, 1.822,  2.656
-182.458, 76.543, 1.828,  2.689
-182.439, 76.485, 1.834,  2.722
-182.420, 76.426, 1.839,  2.755
-182.401, 76.368, 1.845,  2.788
-182.383, 76.309, 1.851,  2.821
-182.365, 76.250, 1.857,  2.854
-182.346, 76.190, 1.862,  2.887
-182.328, 76.131, 1.867,  2.920
-182.310, 76.071, 1.873,  2.953
-182.292, 76.011, 1.879,  2.986
-182.274, 75.951, 1.885,  3.019
-182.257, 75.890, 1.891,  3.052
-182.239, 75.830, 1.897,  3.085
-182.222, 75.769, 1.904,  3.118
-182.205, 75.707, 1.910,  3.151
-182.188, 75.646, 1.916,  3.184
-182.171, 75.584, 1.921,  3.217
-182.154, 75.522, 1.927,  3.250
-182.137, 75.460, 1.933,  3.283
-182.121, 75.397, 1.939,  3.316
-182.105, 75.334, 1.946,  3.349
-182.088, 75.271, 1.952,  3.382
-182.072, 75.208, 1.959,  3.415
-182.056, 75.144, 1.965,  3.448
-182.041, 75.080, 1.971,  3.481
-182.025, 75.016, 1.977,  3.514
-182.010, 74.952, 1.984,  3.547
-181.995, 74.887, 1.990,  3.580
-181.980, 74.822, 1.996,  3.613
-181.965, 74.757, 2.003,  3.646
-181.950, 74.692, 2.009,  3.679
-181.935, 74.626, 2.015,  3.712
-181.921, 74.560, 2.022,  3.745
-181.907, 74.494, 2.028,  3.778
-181.893, 74.428, 2.035,  3.811
-181.879, 74.361, 2.041,  3.844
-181.865, 74.294, 2.048,  3.877
-181.852, 74.227, 2.054,  3.910
-181.838, 74.160, 2.061,  3.943
-181.825, 74.092, 2.068,  3.976
-181.812, 74.024, 2.075,  4.009
-181.799, 73.955, 2.082,  4.042
-181.787, 73.887, 2.087,  4.075
-181.774, 73.818, 2.094,  4.108
-181.762, 73.749, 2.101,  4.141
-181.750, 73.680, 2.109,  4.174
-181.738, 73.610, 2.115,  4.207
-181.726, 73.540, 2.122,  4.240
-181.715, 73.470, 2.129,  4.273
-181.703, 73.400, 2.136,  4.306
-181.692, 73.329, 2.143,  4.339
-181.681, 73.258, 2.150,  4.372
-181.670, 73.187, 2.156,  4.405
-181.660, 73.116, 2.163,  4.438
-181.649, 73.044, 2.170,  4.471
-181.639, 72.972, 2.178,  4.504
-181.629, 72.900, 2.185,  4.537
-181.619, 72.828, 2.192,  4.570
-181.609, 72.755, 2.199,  4.603
-181.600, 72.682, 2.206,  4.636
-181.590, 72.609, 2.213,  4.669
-181.581, 72.535, 2.221,  4.702
-181.572, 72.461, 2.228,  4.735
-181.563, 72.387, 2.235,  4.768
-181.554, 72.313, 2.242,  4.801
-181.546, 72.239, 2.250,  4.834
-181.537, 72.164, 2.257,  4.867
-181.529, 72.089, 2.264,  4.900
-181.521, 72.013, 2.272,  4.933
-181.513, 71.938, 2.279,  4.966
-181.505, 71.862, 2.286,  4.999
-181.498, 71.786, 2.294,  5.032
-181.491, 71.709, 2.302,  5.065
-181.483, 71.633, 2.309,  5.098
-181.476, 71.556, 2.316,  5.131
-181.469, 71.478, 2.324,  5.164
-181.463, 71.401, 2.332,  5.197
-181.456, 71.323, 2.339,  5.230
-181.450, 71.245, 2.347,  5.263
-181.443, 71.167, 2.354,  5.296
-181.437, 71.088, 2.362,  5.329
-181.431, 71.010, 2.370,  5.362
-181.426, 70.930, 2.378,  5.395
-181.420, 70.851, 2.386,  5.428
-181.414, 70.772, 2.394,  5.461
-181.409, 70.692, 2.401,  5.494
-181.404, 70.611, 2.409,  5.527
-181.399, 70.531, 2.417,  5.560
-181.394, 70.450, 2.425,  5.593
-181.389, 70.369, 2.433,  5.626
-181.384, 70.288, 2.440,  5.659
-181.380, 70.207, 2.449,  5.692
-181.376, 70.125, 2.458,  5.725
-181.371, 70.043, 2.465,  5.758
-181.367, 69.960, 2.473,  5.791
-181.363, 69.878, 2.480,  5.824
-181.359, 69.795, 2.489,  5.857
-181.356, 69.712, 2.498,  5.890
-181.352, 69.628, 2.506,  5.923
-181.349, 69.545, 2.513,  5.956
-181.345, 69.461, 2.522,  5.989
-181.342, 69.376, 2.530,  6.022
-181.339, 69.292, 2.539,  6.055
-181.336, 69.207, 2.547,  6.088
-181.333, 69.122, 2.554,  6.121
-181.330, 69.037, 2.564,  6.154
-181.327, 68.951, 2.573,  6.187
-181.325, 68.865, 2.581,  6.220
-181.322, 68.779, 2.588,  6.253
-181.320, 68.692, 2.597,  6.286
-181.318, 68.605, 2.606,  6.319
-181.316, 68.518, 2.615,  6.352
-181.313, 68.431, 2.623,  6.385
-181.312, 68.343, 2.631,  6.418
-181.310, 68.255, 2.640,  6.451
-181.308, 68.167, 2.649,  6.484
-181.306, 68.079, 2.657,  6.517
-181.305, 67.990, 2.666,  6.550
-181.303, 67.901, 2.675,  6.583
-181.302, 67.811, 2.684,  6.616
-181.300, 67.722, 2.693,  6.649
-181.299, 67.632, 2.701,  6.682
-181.298, 67.541, 2.710,  6.715
-181.297, 67.451, 2.719,  6.748
-181.296, 67.360, 2.728,  6.781
-181.295, 67.269, 2.737,  6.814
-181.294, 67.177, 2.746,  6.847
-181.293, 67.085, 2.755,  6.880
-181.292, 66.993, 2.764,  6.913
-181.292, 66.901, 2.772,  6.946
-181.291, 66.808, 2.782,  6.979
-181.290, 66.715, 2.792,  7.012
-181.290, 66.622, 2.801,  7.045
-181.289, 66.528, 2.809,  7.078
-181.289, 66.435, 2.819,  7.111
-181.289, 66.340, 2.828,  7.144
-181.289, 66.246, 2.838,  7.177
-181.288, 66.151, 2.847,  7.210
-181.288, 66.056, 2.856,  7.243
-181.288, 65.960, 2.865,  7.276
-181.288, 65.865, 2.875,  7.309
-181.288, 65.769, 2.884,  7.342
-181.288, 65.672, 2.894,  7.375
-181.288, 65.576, 2.903,  7.408
-181.288, 65.478, 2.912,  7.441
-181.289, 65.381, 2.922,  7.474
-181.289, 65.283, 2.932,  7.507
-181.289, 65.185, 2.942,  7.540
-181.289, 65.087, 2.951,  7.573
-181.290, 64.989, 2.960,  7.606
-181.290, 64.890, 2.971,  7.639
-181.290, 64.790, 2.981,  7.672
-181.291, 64.691, 2.990,  7.705
-181.291, 64.591, 3.000,  7.738
-181.292, 64.491, 3.010,  7.771
-181.292, 64.390, 3.020,  7.804
-181.293, 64.289, 3.030,  7.837
-181.294, 64.188, 3.039,  7.870
-181.294, 64.086, 3.049,  7.903
-181.295, 63.984, 3.059,  7.936
-181.296, 63.882, 3.070,  7.969
-181.296, 63.780, 3.080,  8.002
-181.297, 63.677, 3.090,  8.035
-181.298, 63.573, 3.100,  8.068
-181.298, 63.470, 3.110,  8.101
-181.299, 63.366, 3.120,  8.134
-181.300, 63.262, 3.131,  8.167
-181.301, 63.157, 3.141,  8.200
-181.302, 63.052, 3.151,  8.233
-181.303, 62.947, 3.162,  8.266
-181.303, 62.841, 3.172,  8.299
-181.304, 62.735, 3.182,  8.332
-181.305, 62.629, 3.193,  8.365
-181.306, 62.522, 3.204,  8.398
-181.307, 62.415, 3.214,  8.431
-181.308, 62.308, 3.224,  8.464
-181.309, 62.200, 3.236,  8.497
-181.310, 62.092, 3.247,  8.530
-181.311, 61.983, 3.257,  8.563
-181.312, 61.874, 3.268,  8.596
-181.312, 61.765, 3.278,  8.629
-181.313, 61.656, 3.289,  8.662
-181.314, 61.546, 3.299,  8.695
-181.315, 61.436, 3.310,  8.728
-181.316, 61.325, 3.322,  8.761
-181.317, 61.214, 3.333,  8.794
-181.318, 61.103, 3.344,  8.827
-181.319, 60.991, 3.354,  8.860
-181.320, 60.879, 3.366,  8.893
-181.321, 60.766, 3.377,  8.926
-181.322, 60.653, 3.388,  8.959
-181.323, 60.540, 3.399,  8.992
-181.324, 60.427, 3.410,  9.025
-181.325, 60.313, 3.421,  9.058
-181.326, 60.198, 3.433,  9.091
-181.327, 60.084, 3.444,  9.124
-181.328, 59.969, 3.455,  9.157
-181.329, 59.853, 3.467,  9.190
-181.330, 59.737, 3.478,  9.223
-181.331, 59.621, 3.489,  9.256
-181.332, 59.504, 3.501,  9.289
-181.333, 59.388, 3.512,  9.322
-181.334, 59.270, 3.524,  9.355
-181.335, 59.152, 3.535,  9.388
-181.336, 59.034, 3.547,  9.421
-181.337, 58.916, 3.559,  9.454
-181.337, 58.797, 3.571,  9.487
-181.338, 58.678, 3.582,  9.520
-181.339, 58.558, 3.593,  9.553
-181.340, 58.438, 3.605,  9.586
-181.341, 58.317, 3.618,  9.619
-181.342, 58.196, 3.630,  9.652
-181.343, 58.075, 3.642,  9.685
-181.344, 57.953, 3.654,  9.718
-181.344, 57.831, 3.666,  9.751
-181.345, 57.709, 3.678,  9.784
-181.346, 57.586, 3.690,  9.817
-181.347, 57.463, 3.702,  9.850
-181.348, 57.339, 3.715,  9.883
-181.349, 57.215, 3.727,  9.916
-181.349, 57.090, 3.738,  9.949
-181.350, 56.965, 3.751,  9.982
-181.351, 56.840, 3.764, 10.015
-181.352, 56.714, 3.776, 10.048
-181.353, 56.588, 3.789, 10.081
-181.353, 56.461, 3.800, 10.114
-181.354, 56.334, 3.813, 10.147
-181.355, 56.207, 3.827, 10.180
-181.356, 56.079, 3.839, 10.213
-181.356, 55.951, 3.851, 10.246
-181.357, 55.822, 3.863, 10.279
-181.358, 55.693, 3.877, 10.312
-181.358, 55.563, 3.890, 10.345
-181.359, 55.433, 3.902, 10.378
-181.360, 55.303, 3.915, 10.411
-181.360, 55.172, 3.927, 10.444
-181.361, 55.041, 3.940, 10.477
-181.362, 54.909, 3.954, 10.510
-181.362, 54.777, 3.967, 10.543
-181.363, 54.645, 3.980, 10.576
-181.364, 54.512, 3.993, 10.609
-181.364, 54.378, 4.006, 10.642
-181.365, 54.244, 4.019, 10.675
-181.365, 54.110, 4.033, 10.708
-181.366, 53.975, 4.046, 10.741
-181.366, 53.840, 4.059, 10.774
-181.367, 53.704, 4.072, 10.807
-181.368, 53.568, 4.085, 10.840
-181.368, 53.432, 4.098, 10.873
-181.369, 53.295, 4.112, 10.906
-181.369, 53.157, 4.127, 10.939
-181.370, 53.020, 4.140, 10.972
-181.370, 52.881, 4.153, 11.005
-181.371, 52.743, 4.166, 11.038
-181.371, 52.603, 4.180, 11.071
-181.372, 52.464, 4.195, 11.104
-181.372, 52.323, 4.209, 11.137
-181.372, 52.183, 4.222, 11.170
-181.373, 52.042, 4.236, 11.203
-181.373, 51.900, 4.249, 11.236
-181.374, 51.758, 4.263, 11.269
-181.374, 51.616, 4.278, 11.302
-181.375, 51.473, 4.293, 11.335
-181.375, 51.329, 4.307, 11.368
-181.375, 51.185, 4.320, 11.401
-181.376, 51.041, 4.333, 11.434
-181.376, 50.896, 4.347, 11.467
-181.377, 50.751, 4.362, 11.500
-181.377, 50.605, 4.377, 11.533
-181.377, 50.459, 4.392, 11.566
-181.378, 50.312, 4.406, 11.599
-181.378, 50.165, 4.421, 11.632
-181.378, 50.017, 4.434, 11.665
-181.379, 49.869, 4.449, 11.698
-181.379, 49.720, 4.464, 11.731
-181.379, 49.571, 4.479, 11.764
-181.379, 49.421, 4.494, 11.797
-181.380, 49.271, 4.508, 11.830
-181.380, 49.121, 4.523, 11.863
-181.380, 48.970, 4.538, 11.896
-181.381, 48.818, 4.553, 11.929
-181.381, 48.666, 4.567, 11.962
-181.381, 48.513, 4.583, 11.995
-181.381, 48.360, 4.598, 12.028
-181.382, 48.206, 4.613, 12.061
-181.382, 48.052, 4.628, 12.094
-181.382, 47.898, 4.643, 12.127
-181.382, 47.742, 4.659, 12.160
-181.382, 47.587, 4.674, 12.193
-181.383, 47.430, 4.689, 12.226
-181.383, 47.274, 4.705, 12.259
-181.383, 47.117, 4.721, 12.292
-181.383, 46.959, 4.736, 12.325
-181.383, 46.801, 4.752, 12.358
-181.384, 46.642, 4.767, 12.391
-181.384, 46.482, 4.783, 12.424
-181.384, 46.323, 4.799, 12.457
-181.384, 46.162, 4.815, 12.490
-181.384, 46.001, 4.830, 12.523
-181.384, 45.840, 4.846, 12.556
-181.385, 45.678, 4.862, 12.589
-181.385, 45.516, 4.879, 12.622
-181.385, 45.352, 4.895, 12.655
-181.385, 45.189, 4.910, 12.688
-181.385, 45.025, 4.926, 12.721
-181.385, 44.860, 4.942, 12.754
-181.385, 44.695, 4.959, 12.787
-181.385, 44.529, 4.975, 12.820
-181.386, 44.363, 4.992, 12.853
-181.386, 44.196, 5.009, 12.886
-181.386, 44.029, 5.024, 12.919
-181.386, 43.861, 5.041, 12.952
-181.386, 43.693, 5.058, 12.985
-181.386, 43.524, 5.075, 13.018
-181.386, 43.354, 5.092, 13.051
-181.386, 43.184, 5.107, 13.084
-181.386, 43.014, 5.112, 13.117
-181.386, 42.844, 5.099, 13.150
-181.386, 42.674, 5.090, 13.183
-181.386, 42.505, 5.098, 13.216
-181.386, 42.334, 5.124, 13.249
-181.386, 42.162, 5.167, 13.282
-181.386, 41.988, 5.217, 13.315
-181.387, 41.813, 5.259, 13.348
-181.387, 41.637, 5.281, 13.381
-181.387, 41.461, 5.286, 13.414
-181.387, 41.285, 5.285, 13.447
-181.387, 41.109, 5.286, 13.480
-181.387, 40.932, 5.299, 13.513
-181.387, 40.755, 5.323, 13.546
-181.387, 40.577, 5.355, 13.579
-181.387, 40.397, 5.385, 13.612
-181.387, 40.217, 5.407, 13.645
-181.387, 40.037, 5.421, 13.678
-181.387, 39.856, 5.433, 13.711
-181.387, 39.674, 5.446, 13.744
-181.387, 39.493, 5.463, 13.777
-181.387, 39.310, 5.483, 13.810
-181.387, 39.127, 5.505, 13.843
-181.387, 38.943, 5.525, 13.876
-181.387, 38.758, 5.544, 13.909
-181.387, 38.573, 5.561, 13.942
-181.386, 38.387, 5.578, 13.975
-181.386, 38.201, 5.595, 14.008
-181.386, 38.014, 5.614, 14.041
-181.386, 37.826, 5.633, 14.074
-181.386, 37.638, 5.652, 14.107
-181.386, 37.449, 5.672, 14.140
-181.386, 37.260, 5.691, 14.173
-181.386, 37.070, 5.709, 14.206
-181.386, 36.879, 5.727, 14.239
-181.386, 36.687, 5.746, 14.272
-181.386, 36.496, 5.765, 14.305
-181.386, 36.303, 5.784, 14.338
-181.386, 36.110, 5.804, 14.371
-181.386, 35.916, 5.823, 14.404
-181.386, 35.721, 5.843, 14.437
-181.385, 35.526, 5.862, 14.470
-181.385, 35.330, 5.881, 14.503
-181.385, 35.134, 5.900, 14.536
-181.385, 34.937, 5.919, 14.569
-181.385, 34.739, 5.939, 14.602
-181.385, 34.540, 5.959, 14.635
-181.385, 34.341, 5.978, 14.668
-181.385, 34.142, 5.998, 14.701
-181.385, 33.941, 6.018, 14.734
-181.384, 33.740, 6.038, 14.767
-181.384, 33.538, 6.058, 14.800
-181.384, 33.336, 6.079, 14.833
-181.384, 33.133, 6.099, 14.866
-181.384, 32.929, 6.119, 14.899
-181.384, 32.725, 6.139, 14.932
-181.384, 32.520, 6.159, 14.965
-181.383, 32.314, 6.179, 14.998
-181.383, 32.108, 6.200, 15.031
-181.383, 31.900, 6.221, 15.064
-181.383, 31.693, 6.242, 15.097
-181.383, 31.484, 6.262, 15.130
-181.383, 31.275, 6.283, 15.163
-181.383, 31.065, 6.304, 15.196
-181.382, 30.854, 6.324, 15.229
-181.382, 30.643, 6.345, 15.262
-181.382, 30.431, 6.366, 15.295
-181.382, 30.219, 6.387, 15.328
-181.382, 30.005, 6.409, 15.361
-181.381, 29.791, 6.430, 15.394
-181.381, 29.576, 6.451, 15.427
-181.381, 29.361, 6.472, 15.460
-181.381, 29.145, 6.494, 15.493
-181.380, 28.928, 6.515, 15.526
-181.380, 28.710, 6.537, 15.559
-181.380, 28.492, 6.559, 15.592
-181.380, 28.272, 6.580, 15.625
-181.380, 28.053, 6.601, 15.658
-181.379, 27.832, 6.623, 15.691
-181.379, 27.611, 6.646, 15.724
-181.379, 27.389, 6.669, 15.757
-181.379, 27.166, 6.691, 15.790
-181.378, 26.942, 6.712, 15.823
-181.378, 26.718, 6.734, 15.856
-181.378, 26.493, 6.756, 15.889
-181.378, 26.268, 6.778, 15.922
-181.377, 26.041, 6.801, 15.955
-181.377, 25.814, 6.823, 15.988
-181.377, 25.586, 6.846, 16.021
-181.376, 25.357, 6.869, 16.054
-181.376, 25.128, 6.892, 16.087
-181.376, 24.898, 6.915, 16.120
-181.376, 24.667, 6.937, 16.153
-181.375, 24.435, 6.960, 16.186
-181.375, 24.202, 6.982, 16.219
-181.375, 23.969, 7.005, 16.252
-181.374, 23.735, 7.028, 16.285
-181.374, 23.500, 7.052, 16.318
-181.374, 23.264, 7.075, 16.351
-181.373, 23.028, 7.099, 16.384
-181.373, 22.791, 7.122, 16.417
-181.373, 22.553, 7.145, 16.450
-181.372, 22.314, 7.169, 16.483
-181.372, 22.075, 7.194, 16.516
-181.372, 21.834, 7.218, 16.549
-181.371, 21.593, 7.242, 16.582
-181.371, 21.351, 7.265, 16.615
-181.370, 21.108, 7.288, 16.648
-181.370, 20.865, 7.312, 16.681
-181.370, 20.621, 7.337, 16.714
-181.369, 20.375, 7.362, 16.747
-181.369, 20.129, 7.386, 16.780
-181.369, 19.883, 7.410, 16.813
-181.368, 19.635, 7.434, 16.846
-181.368, 19.387, 7.459, 16.879
-181.367, 19.137, 7.484, 16.912
-181.367, 18.887, 7.509, 16.945
-181.367, 18.636, 7.533, 16.978
-181.366, 18.385, 7.558, 17.011
-181.366, 18.132, 7.583, 17.044
-181.365, 17.879, 7.609, 17.077
-181.365, 17.625, 7.634, 17.110
-181.364, 17.369, 7.659, 17.143
-181.364, 17.114, 7.684, 17.176
-181.363, 16.857, 7.709, 17.209
-181.363, 16.599, 7.734, 17.242
-181.363, 16.341, 7.760, 17.275
-181.362, 16.081, 7.786, 17.308
-181.362, 15.821, 7.812, 17.341
-181.361, 15.560, 7.838, 17.374
-181.361, 15.298, 7.864, 17.407
-181.360, 15.035, 7.890, 17.440
-181.360, 14.772, 7.916, 17.473
-181.359, 14.507, 7.942, 17.506
-181.359, 14.242, 7.968, 17.539
-181.358, 13.976, 7.995, 17.572
-181.358, 13.708, 8.021, 17.605
-181.357, 13.440, 8.048, 17.638
-181.356, 13.171, 8.074, 17.671
-181.356, 12.902, 8.101, 17.704
-181.355, 12.631, 8.128, 17.737
-181.355, 12.359, 8.155, 17.770
-181.354, 12.087, 8.182, 17.803
-181.354, 11.813, 8.209, 17.836
-181.353, 11.539, 8.235, 17.869
-181.353, 11.264, 8.263, 17.902
-181.352, 10.988, 8.290, 17.935
-181.351, 10.711, 8.318, 17.968
-181.351, 10.433, 8.346, 18.001
-181.350, 10.154, 8.374, 18.034
-181.350, 9.874, 8.402, 18.067
-181.349, 9.593, 8.429, 18.100
-181.348, 9.312, 8.457, 18.133
-181.348, 9.029, 8.484, 18.166
-181.347, 8.745, 8.512, 18.199
-181.346, 8.461, 8.541, 18.232
-181.346, 8.176, 8.570, 18.265
-181.345, 7.889, 8.598, 18.298
-181.344, 7.602, 8.626, 18.331
-181.344, 7.314, 8.654, 18.364
-181.343, 7.024, 8.683, 18.397
-181.342, 6.734, 8.713, 18.430
-181.342, 6.443, 8.742, 18.463
-181.341, 6.151, 8.770, 18.496
-181.340, 5.858, 8.799, 18.529
-181.340, 5.564, 8.828, 18.562
-181.339, 5.269, 8.858, 18.595
-181.338, 4.973, 8.887, 18.628
-181.337, 4.676, 8.916, 18.661
-181.337, 4.378, 8.946, 18.694
-181.336, 4.079, 8.975, 18.727
-181.335, 3.779, 9.005, 18.760
-181.334, 3.478, 9.035, 18.793
-181.333, 3.176, 9.065, 18.826
-181.333, 2.873, 9.095, 18.859
-181.332, 2.569, 9.125, 18.892
-181.331, 2.264, 9.156, 18.925
-181.330, 1.958, 9.186, 18.958
-181.329, 1.651, 9.216, 18.991
-181.329, 1.343, 9.247, 19.024
-181.328, 1.034, 9.277, 19.057
-181.327, 0.724, 9.307, 19.090
-181.326, 0.413, 9.339, 19.123
-181.325, 0.101, 9.370, 19.156
-181.324, -0.212, 9.402, 19.189
-181.324, -0.526, 9.433, 19.222
-181.323, -0.841, 9.464, 19.255
-181.322, -1.157, 9.495, 19.288
-181.321, -1.475, 9.526, 19.321
-181.320, -1.793, 9.558, 19.354
-181.319, -2.112, 9.590, 19.387
-181.318, -2.433, 9.622, 19.420
-181.317, -2.755, 9.653, 19.453
-181.316, -3.077, 9.684, 19.486
-181.315, -3.401, 9.717, 19.519
-181.314, -3.725, 9.750, 19.552
-181.313, -4.051, 9.782, 19.585
-181.312, -4.378, 9.815, 19.618
-181.311, -4.706, 9.847, 19.651
-181.310, -5.035, 9.879, 19.684
-181.309, -5.365, 9.912, 19.717
-181.308, -5.697, 9.946, 19.750
-181.307, -6.029, 9.979, 19.783
-181.306, -6.362, 10.011, 19.816
-181.305, -6.697, 10.044, 19.849
-181.304, -7.033, 10.078, 19.882
-181.303, -7.369, 10.111, 19.915
-181.302, -7.707, 10.145, 19.948
-181.301, -8.046, 10.178, 19.981
-181.300, -8.386, 10.212, 20.014
-181.299, -8.728, 10.246, 20.047
-181.298, -9.070, 10.280, 20.080
-181.297, -9.414, 10.315, 20.113
-181.296, -9.758, 10.350, 20.146
-181.294, -10.104, 10.383, 20.179
-181.293, -10.451, 10.417, 20.212
-181.292, -10.799, 10.451, 20.245
-181.291, -11.149, 10.486, 20.278
-181.290, -11.499, 10.522, 20.311
-181.289, -11.851, 10.557, 20.344
-181.287, -12.203, 10.592, 20.377
-181.286, -12.557, 10.626, 20.410
-181.285, -12.912, 10.661, 20.443
-181.284, -13.269, 10.697, 20.476
-181.283, -13.626, 10.732, 20.509
-181.281, -13.985, 10.768, 20.542
-181.280, -14.345, 10.805, 20.575
-181.279, -14.706, 10.841, 20.608
-181.277, -15.068, 10.876, 20.641
-181.276, -15.431, 10.912, 20.674
-181.275, -15.796, 10.948, 20.707
-181.274, -16.162, 10.984, 20.740
-181.272, -16.529, 11.021, 20.773
-181.271, -16.897, 11.058, 20.806
-181.270, -17.267, 11.094, 20.839
-181.268, -17.638, 11.131, 20.872
-181.267, -18.010, 11.168, 20.905
-181.265, -18.383, 11.205, 20.938
-181.264, -18.757, 11.243, 20.971
-181.263, -19.133, 11.280, 21.004
-181.261, -19.510, 11.317, 21.037
-181.260, -19.888, 11.354, 21.070
-181.258, -20.267, 11.392, 21.103
-181.257, -20.648, 11.430, 21.136
-181.255, -21.030, 11.468, 21.169
-181.254, -21.413, 11.507, 21.202
-181.252, -21.798, 11.545, 21.235
-181.251, -22.184, 11.584, 21.268
-181.249, -22.571, 11.622, 21.301
-181.248, -22.959, 11.660, 21.334
-181.246, -23.349, 11.699, 21.367
-181.245, -23.740, 11.738, 21.400
-181.243, -24.132, 11.777, 21.433
-181.242, -24.526, 11.816, 21.466
-181.240, -24.920, 11.856, 21.499
-181.238, -25.317, 11.895, 21.532
-181.237, -25.714, 11.935, 21.565
-181.235, -26.113, 11.975, 21.598
-181.233, -26.513, 12.015, 21.631
-181.232, -26.915, 12.054, 21.664
-181.230, -27.317, 12.094, 21.697
-181.228, -27.722, 12.134, 21.730
-181.227, -28.127, 12.175, 21.763
-181.225, -28.534, 12.216, 21.796
-181.223, -28.942, 12.256, 21.829
-181.222, -29.352, 12.297, 21.862
-181.220, -29.763, 12.337, 21.895
-181.218, -30.175, 12.379, 21.928
-181.216, -30.589, 12.420, 21.961
-181.215, -31.004, 12.462, 21.994
-181.213, -31.420, 12.503, 22.027
-181.211, -31.838, 12.544, 22.060
-181.209, -32.257, 12.586, 22.093
-181.207, -32.678, 12.628, 22.126
-181.205, -33.100, 12.670, 22.159
-181.203, -33.523, 12.712, 22.192
-181.202, -33.948, 12.755, 22.225
-181.200, -34.374, 12.797, 22.258
-181.198, -34.802, 12.840, 22.291
-181.196, -35.231, 12.883, 22.324
-181.194, -35.662, 12.925, 22.357
-181.192, -36.093, 12.968, 22.390
-181.190, -36.527, 13.011, 22.423
-181.188, -36.962, 13.055, 22.456
-181.186, -37.398, 13.098, 22.489
-181.184, -37.836, 13.142, 22.522
-181.182, -38.275, 13.186, 22.555
-181.180, -38.715, 13.229, 22.588
-181.178, -39.158, 13.274, 22.621
-181.176, -39.601, 13.318, 22.654
-181.173, -40.046, 13.362, 22.687
-181.171, -40.493, 13.407, 22.720
-181.169, -40.941, 13.451, 22.753
-181.167, -41.390, 13.496, 22.786
-181.165, -41.841, 13.541, 22.819
-181.163, -42.294, 13.586, 22.852
-181.160, -42.748, 13.632, 22.885
-181.158, -43.203, 13.677, 22.918
-181.156, -43.660, 13.723, 22.951
-181.154, -44.119, 13.768, 22.984
-181.151, -44.579, 13.814, 23.017
-181.149, -45.041, 13.860, 23.050
